Player,Nation,Position,Squad,Age,Born,Matches Played,Starts,Minutes Played,90s,Goals Scored,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Card,Red Cards,Gls/90,Ast/90,G+A /90,G-PK /90,G+A-PK /90,multi_club_season,Season,season_start_year,prev_ga90,career_seasons_so_far,cum_minutes,minutes_prev_season,minutes_trend,ga90_ewm,ga90_prev_season,ga90_2_seasons_ago,age_sq,matches,avg_possession,avg_shots_for,avg_sot_for,avg_shots_against,goals_for,goals_against,shot_share,target_next_ga90,target_next_90s,target_season,has_target,forecast_2627_ga90,forecast_2627_p10,forecast_2627_p50,forecast_2627_p90,forecast_delta,early_2627_90s,early_2627_ga90
Matthijs de Ligt,Netherlands,DF,Manchester Utd,25,1999,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,False,2025-26,2025,0.0769230769230769,2,3293,2123.0,-953.0,0.0795306388526727,0.0847457627118644,,625,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.11392829735087598,0.0,0.12038355444164169,0.16307225719690505,0.03700522042779908,,
Matty Cash,Poland,DF,Aston Villa,27,1997,35,34,3014,33.5,3,3,6,3,0,0,9,0,0.0895522388059701,0.0895522388059701,0.1791044776119403,0.0895522388059701,0.1791044776119403,False,2025-26,2025,0.1791044776119403,5,12423,2070.0,944.0,0.1547029519919806,0.0869565217391304,0.1680672268907563,729,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.207221678937886,0.0,0.14681590265692826,0.3144457414270101,0.028117201325945723,2.8,0.0
Matz Sels,Belgium,GK,Nottingham,33,1992,31,30,2668,29.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,3,7528,3420.0,-752.0,0.0,0.0,0.0,1089,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.004188418513109106,0.0,-0.005878650737994436,-0.01619909863076274,0.004188418513109106,4.0,0.0
Max Kilman,England,DF,West Ham,28,1997,21,17,1561,17.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,14323,3348.0,-1787.0,0.0102852500923414,0.0268817204301075,0.0526315789473684,784,,,,,,,,,,,,False,0.03719103375275187,0.0,0.0482310007419198,0.12324384889857139,0.03719103375275187,,
Maxence Lacroix,France,DF,Crystal Palace,25,2000,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.0291545189504373,0.0583090379008746,0.0874635568513119,0.0291545189504373,0.0874635568513119,False,2025-26,2025,0.0874635568513119,2,6201,3116.0,-31.0,0.0775768606369054,0.0578034682080924,,625,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.08376158497075038,0.0,0.09330591420270035,0.13950587949296125,-0.003701971880561511,3.1,0.33
Maxim De Cuyper,Belgium,"DF,MF",Brighton,24,2000,30,17,1414,15.7,2,3,5,2,0,0,2,0,0.1273885350318471,0.1910828025477707,0.3184713375796179,0.1273885350318471,0.3184713375796179,False,2025-26,2025,0.3184713375796179,1,1414,,,0.3184713375796179,,,576,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.2141558367305807,0.0,0.28468840096981446,0.4206177829683298,-0.10431550084903718,3.7,0.81
Maxime Estève,France,DF,Burnley,23,2002,34,34,2932,32.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,4241,1309.0,1623.0,0.0,0.0,,529,,,,,,,,,,,,False,0.03883887494519079,0.0,0.049537125627893,0.15436289904882106,0.03883887494519079,,
Merlin Röhl,Germany,MF,Everton,23,2002,16,6,682,7.6,1,0,1,1,0,0,0,0,0.131578947368421,0.0,0.131578947368421,0.131578947368421,0.131578947368421,False,2025-26,2025,0.131578947368421,1,682,,,0.131578947368421,,,529,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.18698375320539554,0.0,0.12346437959561143,0.43462056075108463,0.05540480583697455,2.8,0.0
Michael Kayode,Italy,DF,Brentford,21,2004,37,37,3258,36.2,1,1,2,1,0,0,8,0,0.0276243093922651,0.0276243093922651,0.0552486187845303,0.0276243093922651,0.0552486187845303,False,2025-26,2025,0.0552486187845303,2,3786,528.0,2730.0,0.0933295876642631,0.1694915254237288,,441,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.15781443548845883,0.0,0.11093838465480069,0.16833965483814892,0.10256581670392853,2.5,0.4
Michael Keane,England,DF,Everton,32,1993,33,29,2591,28.8,3,1,4,3,0,0,1,1,0.1041666666666666,0.0347222222222222,0.1388888888888889,0.1041666666666666,0.1388888888888889,False,2025-26,2025,0.1388888888888889,5,7856,1049.0,1542.0,0.1734768327096291,0.2564102564102564,0.2040816326530612,1024,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.15248484638740695,0.0,0.14293849758460705,0.22111734811047365,0.013595957498518052,,
Micky van de Ven,Netherlands,DF,Tottenham,24,2001,35,35,3041,33.8,4,1,5,4,0,0,9,1,0.1183431952662722,0.029585798816568,0.1479289940828402,0.1183431952662722,0.1479289940828402,False,2025-26,2025,0.1479289940828402,3,6395,1015.0,2026.0,0.150771208974068,0.1769911504424778,0.1153846153846153,576,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.19236528658694765,0.0,0.18864669350579583,0.24979868390079643,0.044436292504107466,3.0,0.0
Mikel Merino,Spain,"MF,FW",Arsenal,29,1996,22,10,1036,11.5,4,3,7,4,0,0,1,0,0.3478260869565217,0.2608695652173913,0.6086956521739131,0.3478260869565217,0.6086956521739131,False,2025-26,2025,0.6086956521739131,2,2622,1586.0,-550.0,0.5762516469038208,0.5113636363636364,,841,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.4954846379912418,0.0,0.48598461675248816,0.6915326099578778,-0.11321101418267127,0.6,0.0
Mikkel Damsgaard,Denmark,MF,Brentford,25,2000,33,24,2054,22.8,4,4,8,4,0,0,0,0,0.175438596491228,0.175438596491228,0.3508771929824561,0.175438596491228,0.3508771929824561,False,2025-26,2025,0.3508771929824561,4,6795,2911.0,-857.0,0.3322379094726107,0.3715170278637771,0.2127659574468085,625,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.34463877065005283,0.0,0.42036127088456376,0.5075269970962543,-0.006238422332403293,2.2,0.0
Milos Kerkez,Hungary,DF,Liverpool,21,2003,34,27,2257,25.1,2,1,3,2,0,0,4,0,0.0796812749003984,0.0398406374501992,0.1195219123505976,0.0796812749003984,0.1195219123505976,False,2025-26,2025,0.1195219123505976,3,7563,3336.0,-1079.0,0.1266835627918049,0.1886792452830188,0.045662100456621,441,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.14794008347677537,0.0,0.16911220579994932,0.2010017013843435,0.02841817112617777,3.3,0.0
Mohamed Salah,Egypt,MF,Liverpool,33,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.2941176470588235,0.2941176470588235,0.5882352941176471,0.2521008403361344,0.546218487394958,False,2025-26,2025,0.5882352941176471,5,14103,3371.0,-1225.0,0.7796145703504188,1.2533333333333334,0.9929078014184396,1089,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.6407343384018948,0.0,0.5285779388808576,0.8961774753268853,0.052499044284247676,,
Mohammed Kudus,Ghana,"MF,FW",Tottenham,24,2000,19,19,1535,17.1,2,5,7,2,0,0,3,0,0.1169590643274853,0.2923976608187134,0.4093567251461988,0.1169590643274853,0.4093567251461988,False,2025-26,2025,0.4093567251461988,3,6609,2590.0,-1055.0,0.3909935870271492,0.2777777777777778,0.5072463768115941,576,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.43443225968561433,0.0,0.49374294028445437,0.7077669046911846,0.025075534539415523,0.9,0.0
Moisés Caicedo,Ecuador,MF,Chelsea,23,2001,33,32,2795,31.1,3,1,4,3,0,0,11,1,0.0964630225080385,0.0321543408360128,0.1286173633440514,0.0964630225080385,0.1286173633440514,False,2025-26,2025,0.1286173633440514,5,12811,3351.0,-556.0,0.1177809047924956,0.0806451612903225,0.1257861635220125,529,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.15835325379960558,0.0,0.17591159826457609,0.4215426727210361,0.029735890455554165,0.2,0.0
Morato,Brazil,DF,Nottingham,24,2001,21,14,1345,14.9,1,0,1,1,0,0,5,0,0.0671140939597315,0.0,0.0671140939597315,0.0671140939597315,0.0671140939597315,False,2025-26,2025,0.0671140939597315,2,2252,907.0,438.0,0.0447427293064876,0.0,,576,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.044477728292764925,0.0,0.04766861991290683,0.1273229771629147,-0.022636365666966578,,
Morgan Gibbs-White,England,MF,Nottingham,25,2000,37,35,3097,34.4,15,4,19,14,1,1,1,0,0.436046511627907,0.1162790697674418,0.5523255813953488,0.4069767441860465,0.5232558139534883,False,2025-26,2025,0.5523255813953488,4,9065,2803.0,294.0,0.5070537775947515,0.4823151125401929,0.4273504273504273,625,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.5701944133635904,0.0,0.5675869900616499,0.5508691985412375,0.017868831968241627,4.0,0.75
Morgan Rogers,England,MF,Aston Villa,23,2002,37,37,3280,36.4,10,6,16,10,0,0,7,0,0.2747252747252747,0.1648351648351648,0.4395604395604395,0.2747252747252747,0.4395604395604395,False,2025-26,2025,0.4395604395604395,3,7032,3114.0,166.0,0.4712450385331603,0.5202312138728323,0.5633802816901409,529,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.5034487570290641,0.0,0.4930001554930228,0.5761658563356858,0.06388831746862461,3.9,1.04
Murillo,Brazil,DF,Nottingham,23,2002,25,25,2130,23.7,1,0,1,1,0,0,5,0,0.0421940928270042,0.0,0.0421940928270042,0.0421940928270042,0.0421940928270042,False,2025-26,2025,0.0421940928270042,3,8107,3188.0,-1058.0,0.0478527818085299,0.0564971751412429,0.064516129032258,529,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.06842182071902052,0.0,0.07276834114980234,0.12120440139978866,0.02622772789201632,4.0,0.25
Myles Lewis-Skelly,England,"MF,DF",Arsenal,18,2006,20,5,709,7.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2078,1369.0,-660.0,0.0219298245614035,0.0657894736842105,,324,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.2208279061879139,0.0,0.11984639741859823,0.3792908344077578,0.2208279061879139,3.0,0.0
Nathan Aké,Netherlands,DF,Manchester City,30,1995,18,6,695,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,6211,678.0,17.0,0.0166370040234859,0.0,0.1762114537444934,900,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.14928014968611047,0.0,0.10946681832553494,0.17187279138839157,0.14928014968611047,,
Nathan Collins,Ireland,DF,Brentford,24,2001,35,32,2975,33.1,1,2,3,1,0,0,7,0,0.0302114803625377,0.0604229607250755,0.0906344410876132,0.0302114803625377,0.0906344410876132,False,2025-26,2025,0.0906344410876132,5,12531,3420.0,-445.0,0.0960121902975318,0.131578947368421,0.0677966101694915,576,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.10761366043161358,0.0,0.10228167428284102,0.12722399897909062,0.016979219344000374,2.2,0.0
Nathaniel Clyne,England,"MF,DF",Crystal Palace,34,1991,10,7,594,6.6,0,1,1,0,0,0,1,0,0.0,0.1515151515151515,0.1515151515151515,0.0,0.1515151515151515,False,2025-26,2025,0.1515151515151515,5,5406,483.0,111.0,0.1018331462775907,0.0,0.0,1156,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.12812968024257215,0.0,0.09590514893882558,0.3414310170965279,-0.02338547127257934,,
Neco Williams,Wales,DF,Nottingham,24,2001,37,36,3204,35.6,2,3,5,2,0,0,6,1,0.0561797752808988,0.0842696629213483,0.1404494382022471,0.0561797752808988,0.1404494382022471,False,2025-26,2025,0.1404494382022471,5,9325,2594.0,610.0,0.2532053552159998,0.1388888888888889,0.0549450549450549,576,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.13951183718347707,0.0,0.2151185406811986,0.1746897754011923,-0.0009376010187700234,4.0,0.0
Nick Pope,England,GK,Newcastle,33,1992,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,12782,2520.0,-104.0,0.0,0.0,0.0,1089,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,-0.014929386349717718,0.0,0.007102138752107536,0.001805362159186554,-0.014929386349717718,,
Nick Woltemade,Germany,"FW,MF",Newcastle,23,2002,33,24,1902,21.1,8,3,11,7,1,1,0,0,0.3791469194312796,0.1421800947867298,0.5213270142180094,0.3317535545023696,0.4739336492890995,False,2025-26,2025,0.5213270142180094,1,1902,,,0.5213270142180094,,,529,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.4645113959985958,0.0,0.3978097236278316,0.6221730322611879,-0.05681561821941361,0.2,4.5
Nico O'Reilly,England,"DF,MF",Manchester City,20,2005,34,29,2646,29.4,5,3,8,5,0,0,5,0,0.1700680272108843,0.1020408163265306,0.272108843537415,0.1700680272108843,0.272108843537415,False,2025-26,2025,0.272108843537415,2,3174,528.0,2118.0,0.2944002459740958,0.3389830508474576,,400,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.3251770790336553,0.0,0.36516891774657373,0.5376647525820074,0.05306823549624029,1.8,0.0
Nicolás Domínguez,Argentina,MF,Nottingham,27,1998,27,17,1175,13.1,1,1,2,1,0,0,3,0,0.0763358778625954,0.0763358778625954,0.1526717557251908,0.0763358778625954,0.1526717557251908,False,2025-26,2025,0.1526717557251908,3,4633,1963.0,-788.0,0.1387486121154318,0.0458715596330275,0.2409638554216867,729,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.11913365433977363,0.0,0.11848293750019456,0.28889196284177526,-0.03353810138541716,0.0,0.0
Nicolás González,Spain,MF,Manchester City,23,2002,25,17,1569,17.4,1,0,1,1,0,0,6,0,0.0574712643678161,0.0,0.0574712643678161,0.0574712643678161,0.0574712643678161,False,2025-26,2025,0.0574712643678161,2,2329,760.0,809.0,0.0779967159277504,0.119047619047619,,529,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.1681709871801212,0.0,0.11621680881958324,0.3728012375534685,0.11069972281230508,1.8,0.0
Nicolò Savona,Italy,DF,Nottingham,22,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.175438596491228,0.0,0.175438596491228,0.175438596491228,0.175438596491228,False,2025-26,2025,0.175438596491228,1,1028,,,0.175438596491228,,,484,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.009699981874901412,0.0,0.07144646072339617,0.2653368281580114,-0.1657386146163266,,
Nikola Milenković,Serbia,DF,Nottingham,27,1997,38,37,3375,37.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,6705,3330.0,45.0,0.063063063063063,0.1891891891891892,,729,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.11184196042269937,0.0,0.13023505618146544,0.1272772536434676,0.11184196042269937,3.0,0.0
Noah Okafor,Switzerland,"FW,MF",Leeds United,25,2000,28,19,1561,17.3,8,1,9,8,0,0,3,0,0.4624277456647399,0.0578034682080924,0.5202312138728323,0.4624277456647399,0.5202312138728323,False,2025-26,2025,0.5202312138728323,1,1561,,,0.5202312138728323,,,625,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.427053074240976,0.0,0.3896233148150505,0.591145374162302,-0.09317813963185634,2.5,0.4
Noah Sadiki,DR Congo,MF,Sunderland,20,2004,33,33,2889,32.1,0,1,1,0,0,0,9,0,0.0,0.0311526479750778,0.0311526479750778,0.0,0.0311526479750778,False,2025-26,2025,0.0311526479750778,1,2889,,,0.0311526479750778,,,400,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.1806508209603288,0.0,0.14340506207771445,0.3439424143908169,0.149498172985251,3.8,0.0
Noni Madueke,England,"FW,MF",Arsenal,23,2002,26,16,1211,13.5,3,1,4,3,0,0,0,0,0.2222222222222222,0.074074074074074,0.2962962962962963,0.2222222222222222,0.2962962962962963,False,2025-26,2025,0.2962962962962963,4,4940,2033.0,-822.0,0.345393587295342,0.4424778761061946,0.5982905982905983,529,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.5537072176194401,0.0,0.4982907805019678,0.6299707271680133,0.2574109213231438,0.3,0.0
Nordi Mukiele,France,DF,Sunderland,27,1997,32,32,2784,30.9,3,3,6,3,0,0,5,0,0.0970873786407767,0.0970873786407767,0.1941747572815534,0.0970873786407767,0.1941747572815534,False,2025-26,2025,0.1941747572815534,1,2784,,,0.1941747572815534,,,729,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.1568424494291691,0.0,0.11914306641466907,0.27664621383921084,-0.03733230785238428,3.0,0.0
Noussair Mazraoui,Morocco,"DF,MF",Manchester Utd,27,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,3823,2838.0,-1853.0,0.0105820105820105,0.0317460317460317,,729,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.12572477957076147,0.0,0.1124735100000579,0.21977997911679245,0.12572477957076147,1.1,0.0
Ola Aina,Nigeria,DF,Nottingham,28,1996,18,18,1588,17.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,3,6275,2995.0,-1407.0,0.0318403509892871,0.0900900900900901,0.1063829787234042,784,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.035674431178181705,0.0,0.0696691287470393,0.11945187386155226,0.035674431178181705,3.4,0.0
Oliver Scarles,England,"DF,MF",West Ham,19,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,1324,665.0,-6.0,0.0,0.0,,361,,,,,,,,,,,,False,0.14604268380064905,0.0,0.10240842536629015,0.188945589693007,0.14604268380064905,,
Olivier Boscagli,France,DF,Brighton,27,1997,12,9,802,8.9,0,1,1,0,0,0,2,0,0.0,0.1123595505617977,0.1123595505617977,0.0,0.1123595505617977,False,2025-26,2025,0.1123595505617977,1,802,,,0.1123595505617977,,,729,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.12219029844813695,0.0,0.0674412338646857,0.2460131715483769,0.009830747886339253,3.8,0.0
Ollie Watkins,England,FW,Aston Villa,29,1995,37,33,2839,31.5,16,3,19,16,0,0,4,0,0.5079365079365079,0.0952380952380952,0.6031746031746031,0.5079365079365079,0.6031746031746031,False,2025-26,2025,0.6031746031746031,5,14733,2598.0,241.0,0.6728937385300001,0.8304498269896194,0.8963585434173669,841,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.5663445617367925,0.0,0.6072277358984841,0.9332427351529156,-0.03683004143781066,,
Omar Alderete,Paraguay,DF,Sunderland,28,1996,33,32,2798,31.1,1,1,2,1,0,0,6,0,0.0321543408360128,0.0321543408360128,0.0643086816720257,0.0321543408360128,0.0643086816720257,False,2025-26,2025,0.0643086816720257,1,2798,,,0.0643086816720257,,,784,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.08060761004856698,0.0,0.08958264411677344,0.15080855746029398,0.016298928376541275,0.3,0.0
